spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0203_3x_134.csv
limit_error:	6
noise_limit:	1980000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 
1425.018719	6	64745814.495766155	RNA+DEPC-G	0.58	0.21	C254H319N97O189P26	
1422.011475	6	60693344.26934974	RNA+DEPC-G-H2O	-3.28	0.1	C254H317N97O188P26	
1447.18847	6	61496299.69528625	RNA+DEPC-H2O	-1.77	0.15	C259H322N102O189P26	
1415.680413	6	502129336.79362494	RNA-A	0.15	0.05	C251H315N97O188P26	
1413.013921	6	214514033.9453807	RNA-G	-0.32	0.06	C251H315N97O187P26	
458.07135	1	4425821.11	a02-G	-1.1	0.16	C15H18N5O10P1	
763.11193	1	4459060.56	a03-G	-1.58	0.23	C24H30N8O17P2	
1108.163279	1	57272791.04	a04-G	2.44	0.11	C34H42N13O24P3	
859.10974	2	5608396.31	a06-G	-0.24	0.43	C52H65N18O39P5	
1031.632897	2	71784809.63	a07-A	-0.74	0.02	C62H77N23O46P6	
1348.683835	2	50832839.34	a09-A	2.43	0.06	C81H101N31O59P8	
898.783545	3	25087835.72	a09-A	-1.19	0.14	C81H101N31O59P8	
1102.145952	3	16892268.22	a11-A	0.43	0.16	C99H125N37O73P10	
1806.73392	2	11105545.227195805	a12-A	-0.32	0.3	C108H136N39O81P11	
1447.1907	3	19328347.996988967	a14+2DEPC+H2O-CO-G	-4.42	0.22	C131H169N44O99P13	
1407.845634	3	13971516.391920663	a14-A	2.03	0.15	C126H159N44O96P13	
1402.508481	3	290167050.9677047	a14-G	-1.89	0.11	C126H159N44O95P13	
1517.527575	3	99703119.12	a15-G	0.41	0.04	C136H171N49O102P14	
1682.552103	3	6733659.779649922	a16+2DEPC+H2O-CO-A	-4.91	0.3	C151H193N54O114P15	
1632.54079	3	83811287.0065397	a16-G	-1.21	0.05	C146H183N54O109P15	
1747.555156	3	74633847.8	a17-G	-1.95	0.09	C156H195N59O116P16	
1408.926724	4	12574432.991427623	a18+2DEPC+H2O-CO-Eth-G	-0.51	0.51	C168H210N61O127P17	
1854.895228	3	11089665.89	a18-A	-1.84	0.45	C165H206N61O125P17	
1964.586271	3	11593227.902459892	a19-G	1.76	0.29	C175H218N66O131P18	
1473.185333	4	77317498.6263263	a19-G	0.03	0.05	C175H218N66O131P18	
1592.95863	4	25037811.77	a20+2DEPC+H2O-CO-A	-1.88	0.25	C190H240N71O142P19	
1577.453934	4	206496506.57	a20+2DEPC+H2O-CO-Eth-G	0.95	0.03	C188H234N71O140P19	
1588.962689	4	30263554.927352216	a20+2DEPC+H2O-CO-G	-0.13	0.25	C190H240N71O141P19	
1559.450002	4	76617302.59687634	a20-A	1.83	0.04	C185H230N71O138P19	
1555.451971	4	17938835.154286407	a20-G	2.28	0.27	C185H230N71O137P19	
1659.716974	4	137356826.37	a21+2DEPC+H2O-CO-Eth-G	0.85	0.06	C198H246N76O146P20	
1671.225658	4	22895287.337017495	a21+2DEPC+H2O-CO-G	-0.22	0.33	C200H252N76O147P20	
1641.714005	4	29658067.68505323	a21-A	2.27	0.15	C195H242N76O144P20	
1745.976719	4	44474259.02	a22+2DEPC+H2O-CO-Eth-G	-0.4	0.1	C208H258N81O153P21	
1757.482766	4	18654697.01395052	a22+2DEPC+H2O-CO-G	-2.91	0.36	C210H264N81O154P21	
1466.992905	5	29421636.179773033	a23+2DEPC+H2O-CO-G	-0.69	0.14	C219H275N83O162P22	
1504.390964	5	25772195.06623732	a24-A	0.92	0.08	C223H277N86O166P23	
1587.805827	5	29444217.678330455	a25+2DEPC+H2O-CO-Eth-G	1.6	0.23	C236H293N91O175P24	
1597.007511	5	23730001.27574134	a25+2DEPC+H2O-CO-G	-2.6	0.3	C238H299N91O176P24	
1573.395622	5	17478700.07178759	a25-A	-2.19	0.35	C233H289N91O173P24	
1384.172903	6	24255619.72	a26+2DEPC+H2O-CO-A	-6.0	0.31	C247H311N94O184P25	
1634.406138	5	17838105.320972495	a26-A	-0.72	0.25	C242H301N94O180P25	
1361.836801	6	9960282.25196375	a26-A	-1.04	0.43	C242H301N94O180P25	
689.087768	1	42956623.36	c02	0.25	0.05	C20H24N10O14P2	
761.10827	1	5248698.98	c02+DEPC	-0.59	0.23	C23H28N10O16P2	
538.03788	1	7253336.72	c02-G	-0.56	0.16	C15H19N5O13P2	
994.129755	1	351336087.28	c03	0.88	0.04	C29H36N13O21P3	
1066.15295	1	9629011.08	c03+DEPC	2.76	0.3	C32H40N13O23P3	
1056.16569	1	9001850.23	c03+DEPC+H2O-CO	0.03	0.29	C31H42N13O23P3	
843.080234	1	17464219.12	c03-G	0.91	0.07	C24H31N8O20P3	
1339.178509	1	33083571.95998648	c04	1.64	0.08	C39H48N18O28P4	
669.084684	2	52154031.61	c04	0.25	0.05	C39H48N18O28P4	
1188.126237	1	15503913.96	c04-G	-0.56	0.1	C34H43N13O27P4	
822.09679	2	128809317.22	c05	-0.46	0.04	C48H59N20O36P5	
858.10585	2	4419633.71	c05+DEPC	-2.2	0.43	C51H63N20O38P5	
853.11671	2	4439686.46	c05+DEPC+H2O-CO	1.35	0.42	C50H65N20O38P5	
746.57193	2	7532356.28	c05-G	-0.72	0.37	C43H54N15O35P5	
974.618164	2	295333556.25	c06	0.36	0.03	C57H71N23O43P6	
1005.63638	2	8078700.11	c06+DEPC+H2O-CO	0.18	0.28	C59H77N23O45P6	
899.093116	2	29182464.61	c06-G	0.01	0.07	C52H66N18O42P6	
1139.144238	2	161596913.03	c07	0.14	0.04	C67H83N28O49P7	
1063.617785	2	21945241.88	c07-G	-1.49	0.08	C62H78N23O48P7	
1291.664177	2	243591833.1	c08	-0.42	0.01	C76H95N31O56P8	
860.774585	3	35981925.46	c08	0.62	0.07	C76H95N31O56P8	
1283.160871	2	14909381.081075685	c08+2DEPC+H2O-CO-G	-6.31	0.25	C76H100N26O59P8	
1327.677278	2	10292647.96	c08+DEPC	1.5	0.5	C79H99N31O58P8	
1216.139273	2	35018386.49	c08-G	-0.61	0.11	C71H90N26O55P8	
1456.190424	2	146275869.97	c09	-0.38	0.04	C86H107N36O62P9	
970.458367	3	77264267.75	c09	0.15	0.05	C86H107N36O62P9	
999.798277	3	5637794.051369695	c09+2DEPC+H2O-CO-Eth	1.37	0.3	C89H111N36O65P9	
1447.688447	2	16837574.740812883	c09+2DEPC+H2O-CO-G	-4.68	0.09	C86H112N31O65P9	
1380.664476	2	29386642.56	c09-G	-1.3	0.14	C81H102N31O61P9	
1608.711946	2	85029542.51473661	c10	0.2	0.06	C95H119N39O69P10	
1072.138777	3	144903319.49	c10	0.11	0.04	C95H119N39O69P10	
1644.717147	2	8670430.468335059	c10+DEPC	-3.06	0.24	C98H123N39O71P10	
1021.790934	3	13547883.7	c10-G	2.04	0.29	C90H114N34O68P10	
1761.233655	2	54606118.5	c11	0.79	0.09	C104H131N42O76P11	
1173.818871	3	218337916.6	c11	-0.18	0.02	C104H131N42O76P11	
1203.1601	3	14253321.13	c11+2DEPC+H2O-CO-Eth	1.94	0.36	C107H135N42O79P11	
1685.710366	2	11251862.024624892	c11-G	1.66	0.23	C99H126N37O75P11	
1275.826622	3	133815055.69	c12	-0.7	0.04	C113H142N44O84P12	
1225.476879	3	21875456.41	c12-G	-0.68	0.17	C108H137N39O83P12	
1377.835446	3	240287234.11	c13	-0.37	0.05	C122H153N46O92P13	
1407.181516	3	34950983.911981925	c13+2DEPC+H2O-CO-Eth	4.89	0.24	C125H157N46O95P13	
1327.484748	3	41080227.29	c13-G	-1.05	0.07	C117H148N41O91P13	
1479.516699	3	595006308.11	c14	0.21	0.01	C131H165N49O99P14	
1524.20565	3	18674939.22	c14+2DEPC+H2O-CO	2.16	0.18	C136H175N49O103P14	
1508.859464	3	51363785.79	c14+2DEPC+H2O-CO-Eth	2.92	0.23	C134H169N49O102P14	
1473.848056	3	46162686.357246846	c14+2DEPC+H2O-CO-G	-3.05	0.15	C131H170N44O102P14	
1503.525712	3	23565074.42171277	c14+DEPC	1.52	0.31	C134H169N49O101P14	
1429.160572	3	33219892.28	c14-G	-4.2	0.32	C126H160N44O98P14	
1594.531667	3	483483988.24928313	c15	-0.33	0.0	C141H177N54O106P15	
1639.218782	3	21489403.9	c15+2DEPC+H2O-CO	0.38	0.38	C146H187N54O110P15	
1623.870182	3	35735594.32	c15+2DEPC+H2O-CO-Eth	-0.43	0.19	C144H181N54O109P15	
1588.862569	3	12545237.00458064	c15+2DEPC+H2O-CO-G	-3.64	0.33	C141H182N49O109P15	
1544.184411	3	88372253.16000004	c15-G	1.31	0.2	C136H172N49O105P15	
1709.546608	3	471764007.18	c16	-0.82	0.03	C151H189N59O113P16	
1281.909308	4	35728667.96249625	c16	0.1	0.29	C151H189N59O113P16	
1754.234893	3	21858109.17	c16+2DEPC+H2O-CO	0.52	0.4	C156H199N59O117P16	
1723.528312	3	12235454.89	c16+2DEPC+H2O-CO-2Eth	-6.43	0.39	C152H187N59O115P16	
1738.892854	3	40141194.94	c16+2DEPC+H2O-CO-Eth	3.55	0.25	C154H193N59O116P16	
1733.556543	3	26709656.23	c16+DEPC	0.86	0.17	C154H193N59O115P16	
1730.225124	3	17416464.3	c16+DEPC+H2O-CO	-1.04	0.22	C153H195N59O115P16	
1659.19743	3	87428786.98	c16-G	-0.46	0.22	C146H184N54O112P16	
1824.567336	3	224538672.97	c17	1.93	0.02	C161H201N64O120P17	
1368.171526	4	54879733.7	c17	0.35	0.06	C161H201N64O120P17	
1838.546147	3	16120528.88	c17+2DEPC+H2O-CO-2Eth	-4.93	0.36	C162H199N64O122P17	
1853.902889	3	7278344.378792159	c17+2DEPC+H2O-CO-Eth	0.21	0.59	C164H205N64O123P17	
1818.90257	3	20481528.417887077	c17+2DEPC+H2O-CO-G	1.42	0.26	C161H206N59O123P17	
1774.216115	3	75633818.07	c17-G	1.18	0.04	C156H196N59O119P17	
1330.407253	4	16744859.6	c17-G	-1.08	0.2	C156H196N59O119P17	
1926.575452	3	163282530.54	c18	1.66	0.04	C170H212N66O128P18	
1444.675144	4	141539315.09089	c18	-1.54	0.07	C170H212N66O128P18	
1478.189272	4	28108855.001596436	c18+2DEPC+H2O-CO	-1.74	0.15	C175H222N66O132P18	
1455.176023	4	29261043.23	c18+2DEPC+H2O-CO-2Eth	3.51	0.44	C171H210N66O130P18	
1466.690248	4	20738635.702722173	c18+2DEPC+H2O-CO-Eth	6.05	0.23	C173H216N66O131P18	
1920.903138	3	18721822.64	c18+2DEPC+H2O-CO-G	-2.75	0.22	C170H217N61O131P18	
1876.224172	3	63610933.09	c18-G	0.92	0.09	C165H207N61O127P18	
2041.587243	3	42780163.1	c19	-0.4	0.12	C180H224N71O135P19	
1530.940832	4	353970979.9	c19	1.05	0.02	C180H224N71O135P19	
1564.454042	4	12981410.19	c19+2DEPC+H2O-CO	0.22	0.49	C185H234N71O139P19	
1552.943668	4	42438506.31	c19+2DEPC+H2O-CO-Eth	0.28	0.19	C183H228N71O138P19	
1526.690114	4	16230661.57	c19+2DEPC+H2O-CO-G	-0.81	0.4	C180H229N66O138P19	
1548.946352	4	40527036.58	c19+DEPC	1.19	0.15	C183H228N71O137P19	
1546.445997	4	18287674.64	c19+DEPC+H2O-CO	-1.57	0.33	C182H230N71O137P19	
1991.238193	3	28303829.78	c19-G	-0.03	0.16	C175H219N66O134P19	
1493.176277	4	114178831.26	c19-G	-0.4	0.05	C175H219N66O134P19	
1613.2033	4	137955780.50399396	c20	0.58	0.09	C190H236N76O141P20	
1646.718747	4	87828292.87510483	c20+2DEPC+H2O-CO	1.16	0.09	C195H246N76O145P20	
1635.206507	4	129488539.35109378	c20+2DEPC+H2O-CO-Eth	0.09	0.14	C193H240N76O144P20	
1597.44372	4	46550801.03827774	c20+2DEPC+H2O-CO-Eth-G	-0.18	0.17	C188H235N71O143P20	
1575.43627	4	35818236.1	c20-G	-2.37	0.23	C185H231N71O140P20	
1728.981105	4	176992303.0706397	c21+2DEPC+H2O-CO	0.66	0.07	C205H258N81O151P21	
1705.954338	4	23863332.65	c21+2DEPC+H2O-CO-2Eth	-2.75	0.29	C201H246N81O149P21	
1717.467809	4	229204618.247901	c21+2DEPC+H2O-CO-Eth	-0.98	0.05	C203H252N81O150P21	
1679.707323	4	91770710.54	c21+2DEPC+H2O-CO-Eth-G	0.11	0.03	C198H247N76O149P21	
1691.221757	4	11782610.026430612	c21+2DEPC+H2O-CO-G	2.45	0.43	C200H253N76O150P21	
1815.243025	4	78168591.35	c22+2DEPC+H2O-CO	0.66	0.04	C215H270N86O158P22	
1803.730605	4	80267668.3039529	c22+2DEPC+H2O-CO-Eth	-0.42	0.07	C213H264N86O157P22	
1765.971116	4	19088086.53714731	c22+2DEPC+H2O-CO-Eth-G	1.2	0.13	C208H259N81O156P22	
1777.476445	4	19818678.52	c22+2DEPC+H2O-CO-G	-1.7	0.25	C210H265N81O157P22	
1513.196425	5	67419819.37264717	c23+2DEPC+H2O-CO	-0.42	0.1	C224H281N88O166P23	
1880.235713	4	11165510.02	c23+2DEPC+H2O-CO-Eth	-1.05	0.53	C222H275N88O165P23	
1503.990558	5	62428540.97976575	c23+2DEPC+H2O-CO-Eth	1.24	0.08	C222H275N88O165P23	
1473.779818	5	7226273.640631547	c23+2DEPC+H2O-CO-Eth-G	0.68	0.43	C217H270N83O164P23	
1482.989235	5	23212037.650123093	c23+2DEPC+H2O-CO-G	1.38	0.44	C219H276N83O165P23	
1574.203637	5	248916507.5347301	c24+2DEPC+H2O-CO	-1.07	0.07	C233H293N91O173P24	
1555.78647	5	29718992.84156677	c24+2DEPC+H2O-CO-2Eth	-1.35	0.2	C229H281N91O171P24	
1564.998629	5	289707530.623458	c24+2DEPC+H2O-CO-Eth	1.07	0.03	C231H287N91O172P24	
1534.788503	5	91675060.29922467	c24+2DEPC+H2O-CO-Eth-G	0.94	0.12	C226H282N86O171P24	
1561.792521	5	23193987.1	c24+DEPC	-3.49	0.39	C231H287N91O171P24	
1643.213093	5	98905325.23712306	c25+2DEPC+H2O-CO	-1.04	0.25	C243H305N96O180P25	
1634.005167	5	80153077.46792185	c25+2DEPC+H2O-CO-Eth	-0.78	0.16	C241H299N96O179P25	
1361.500827	6	9230670.710632717	c25+2DEPC+H2O-CO-Eth	-2.44	0.43	C241H299N96O179P25	
1603.798625	5	32359997.928298432	c25+2DEPC+H2O-CO-Eth-G	1.29	0.17	C236H294N91O178P25	
1397.669478	6	100210699.11	c26	-3.97	0.1	C247H307N99O183P26	
1404.67454	6	243815397.52254748	c26+2DEPC+H2O-CO-2Eth	2.72	0.37	C248H305N99O185P26	
1412.345278	6	208837975.93456376	c26+2DEPC+H2O-CO-Eth	0.65	0.25	C250H311N99O186P26	
1387.169062	6	53656391.68557027	c26+2DEPC+H2O-CO-Eth-G	-0.29	0.08	C245H306N94O185P26	
1394.835065	6	125758133.8082738	c26+2DEPC+H2O-CO-G	-5.77	0.09	C247H312N94O186P26	
1409.680245	6	223380025.95285028	c26+DEPC	1.21	0.28	C250H311N99O185P26	
1689.814462	5	18859769.98157892	c26+DEPC+H2O-CO	-2.59	0.42	C249H313N99O185P26	
1408.011356	6	26121470.957149927	c26+DEPC+H2O-CO	-2.22	0.12	C249H313N99O185P26	
1372.495449	6	30427521.87	c26-G	-3.4	0.24	C242H302N94O182P26	
627.085898	1	34493606.68	w02	0.06	0.06	C18H26N6O15P2	
972.133744	1	31216801.44	w03	0.46	0.09	C28H38N11O22P3	
791.096431	2	93421440.59	w05	0.16	0.02	C46H61N16O37P5	
827.10601	2	4368790.44	w05+DEPC	-1.04	0.41	C49H65N16O39P5	
963.620457	2	701619319.68	w06	0.45	0.03	C56H73N21O44P6	
999.629745	2	10680122.48987921	w06+DEPC	-0.84	0.19	C59H77N21O46P6	
1128.146237	2	943535831.45	w07	-0.04	0.02	C66H85N26O50P7	
751.761006	3	34672852.72	w07	-1.01	0.04	C66H85N26O50P7	
1172.153759	2	15029503.15	w07+2DEPC+H2O-CO-Eth	-0.47	0.12	C69H89N26O53P7	
1164.158958	2	25759261.97	w07+DEPC	1.81	0.09	C69H89N26O52P7	
1159.164445	2	35945652.96	w07+DEPC+H2O-CO	-0.2	0.08	C68H91N26O52P7	
1336.680633	2	47249604.4100002	w08+2DEPC+H2O-CO-Eth	0.05	0.11	C79H101N31O59P8	
890.786339	3	17939707.1	w08+2DEPC+H2O-CO-Eth	1.93	0.11	C79H101N31O59P8	
1465.191005	2	9357142.138190985	w09	-3.59	0.47	C86H109N36O63P9	
1000.472007	3	10198629.6	w09+DEPC	3.21	0.16	C89H113N36O65P9	
1078.470553	3	30704248.73	w10	0.34	0.27	C95H120N38O71P10	
1107.80882	3	26558731.98	w10+2DEPC+H2O-CO-Eth	-0.04	0.42	C98H124N38O74P10	
1193.484666	3	39729425.28	w11	-1.11	0.09	C105H132N43O78P11	
1222.825536	3	51516570.24	w11+2DEPC+H2O-CO-Eth	0.7	0.08	C108H136N43O81P11	
1214.165442	3	10172730.64	w11+DEPC+H2O-CO	0.43	0.34	C107H138N43O80P11	
1308.500496	3	33884677.18	w12	-1.0	0.14	C115H144N48O85P12	
1353.183622	3	12875093.37	w12+2DEPC+H2O-CO	-3.07	0.46	C120H154N48O89P12	
1337.840252	3	59452206.95152139	w12+2DEPC+H2O-CO-Eth	-0.17	0.07	C118H148N48O88P12	
1444.198134	3	25271095.7	w13+DEPC+H2O-CO	1.1	0.27	C127H162N53O94P13	
1554.545345	3	16954629.04	w14+2DEPC+H2O-CO-Eth	5.54	0.32	C137H172N56O102P14	
1656.548037	3	17525505.52102441	w15+2DEPC+H2O-CO-Eth	1.74	0.42	C146H183N58O110P15	
1394.919509	4	21028483.24619046	w17+2DEPC+H2O-CO-Eth	-3.0	0.39	C164H206N63O125P17	
1932.580347	3	10300633.59	w18	2.37	0.48	C170H214N66O129P18	
1449.17828	4	39467273.52	w18	-1.19	0.16	C170H214N66O129P18	
1482.693368	4	12953595.480095929	w18+2DEPC+H2O-CO	-0.75	0.37	C175H224N66O133P18	
1961.916159	3	10234001.64	w18+2DEPC+H2O-CO-Eth	0.87	0.54	C173H218N66O132P18	
1471.190534	4	41045348.42	w18+2DEPC+H2O-CO-Eth	4.43	0.22	C173H218N66O132P18	
1956.58085	3	16311957.5	w18+DEPC	-1.0	0.28	C173H218N66O131P18	
1464.695612	4	13115007.823898442	w18+DEPC+H2O-CO	4.37	0.38	C172H220N66O131P18	
1607.704194	4	117955457.24816056	w20	0.46	0.14	C189H238N74O142P20	
1641.213469	4	13235762.440278905	w20+2DEPC+H2O-CO	-2.72	0.34	C194H248N74O146P20	
1629.703679	4	59740526.78	w20+2DEPC+H2O-CO-Eth	-2.33	0.2	C192H242N74O145P20	
1625.703679	4	41285305.97	w20+DEPC	-3.11	0.26	C192H242N74O144P20	
1766.222588	4	22875410.364345703	w22	-2.45	0.14	C208H262N82O155P22	
1784.22634	4	13585699.08	w22+DEPC	-3.28	0.47	C211H266N82O157P22	
1473.980328	5	11626178.005914295	w23	-3.26	0.41	C217H273N84O163P23	
1491.586785	5	51008208.97	w23+2DEPC+H2O-CO-Eth	-1.05	0.12	C220H277N84O166P23	
1560.598078	5	21984635.396775972	w24+2DEPC+H2O-CO-Eth	0.16	0.29	C230H289N89O173P24	
1557.391831	5	30910458.707516417	w24+DEPC	-4.51	0.2	C230H289N89O172P24	
1603.999569	5	33166866.763785623	w25	-2.06	0.1	C236H297N92O177P25	
1621.606772	5	33161128.53	w25+2DEPC+H2O-CO-Eth	0.42	0.17	C239H301N92O180P25	
2020.769693	4	11511659.34	w25+DEPC+H2O-CO	2.51	0.5	C238H303N92O179P25	
1673.011366	5	48698087.82722981	w26	-0.6	0.19	C246H309N97O184P26	
1394.007577	6	52083003.32171027	w26	-1.09	0.08	C246H309N97O184P26	
1401.004094	6	30061916.25	w26+2DEPC+H2O-CO-2Eth	-0.5	0.35	C247H307N97O186P26	
1690.617687	5	36789552.10569736	w26+2DEPC+H2O-CO-Eth	1.25	0.17	C249H313N97O187P26	
1408.67667	6	138555591.3159882	w26+2DEPC+H2O-CO-Eth	-1.25	0.32	C249H313N97O187P26	
1687.419129	5	235489554.9092816	w26+DEPC	1.5	0.04	C249H313N97O186P26	
1406.013416	6	154096267.74	w26+DEPC	0.57	0.1	C249H313N97O186P26	
1685.420082	5	153753315.94140217	w26+DEPC+H2O-CO	0.21	0.07	C248H315N97O186P26	
547.119721	1	28673342.42	y02	0.35	0.07	C18H25N6O12P1	
892.167046	1	327006677.69	y03	0.09	0.05	C28H37N11O19P2	
1026.23035	1	4940603.24	y03+2DEPC+H2O-CO	5.34	0.3	C33H47N11O23P2	
741.11825	1	3845929.0	y03-G	0.94	0.22	C23H32N6O18P2	
1197.208951	1	118208986.11	y04	0.58	0.03	C37H49N14O26P3	
598.10031	2	13132833.13	y04	-0.3	0.1	C37H49N14O26P3	
1046.16153	1	4832409.06	y04-G	2.57	0.29	C32H44N9O25P3	
751.113264	2	127059740.03	y05	0.17	0.06	C46H60N16O34P4	
787.12448	2	4156874.67	y05+DEPC	0.99	0.41	C49H64N16O36P4	
1352.1816	1	9551731.296226878	y05-G	-1.88	0.16	C41H55N11O33P4	
923.637319	2	408538929.01	y06	0.5	0.03	C56H72N21O41P5	
848.112427	2	13607180.02	y06-G	0.32	0.06	C51H67N16O40P5	
1088.161955	2	215337871.23	y07	-1.07	0.02	C66H84N26O47P6	
1155.195404	2	13377300.84	y07+2DEPC+H2O-CO	2.88	0.22	C71H94N26O51P6	
1109.146559	2	11478002.98	y07+2DEPC+H2O-CO-2Eth	-3.29	0.22	C67H82N26O49P6	
1132.172462	2	39812453.09	y07+2DEPC+H2O-CO-Eth	1.17	0.1	C69H88N26O50P6	
1119.181411	2	11233111.64	y07+DEPC+H2O-CO	-0.09	0.21	C68H90N26O49P6	
1012.63835	2	10133553.9	y07-G	-0.06	0.21	C61H79N21O46P6	
1252.690797	2	70920301.83	y08	1.13	0.03	C76H96N31O53P7	
834.790593	3	10188559.08	y08	0.12	0.27	C76H96N31O53P7	
1319.718344	2	46391173.71	y08+2DEPC+H2O-CO	0.01	0.05	C81H106N31O57P7	
1273.676624	2	21860007.58	y08+2DEPC+H2O-CO-2Eth	0.12	0.1	C77H94N31O55P7	
1296.696019	2	123327665.87	y08+2DEPC+H2O-CO-Eth	-1.06	0.03	C79H100N31O56P7	
864.128961	3	21004915.83	y08+2DEPC+H2O-CO-Eth	-0.25	0.09	C79H100N31O56P7	
949.805932	3	33231476.43	y09	-0.39	0.11	C86H108N36O60P8	
1492.236525	2	35986485.77	y09+2DEPC+H2O-CO	-3.7	0.12	C91H118N36O64P8	
994.492701	3	20716601.3	y09+2DEPC+H2O-CO	0.43	0.18	C91H118N36O64P8	
1469.222955	2	73067175.1	y09+2DEPC+H2O-CO-Eth	1.25	0.07	C89H112N36O63P8	
979.146248	3	62398185.17	y09+2DEPC+H2O-CO-Eth	1.29	0.06	C89H112N36O63P8	
1051.814812	3	43546859.91	y10	0.07	0.07	C95H119N38O68P9	
1096.498097	3	45593062.08	y10+2DEPC+H2O-CO	-2.38	0.07	C100H129N38O72P9	
1599.208208	2	20863051.23	y10+2DEPC+H2O-CO-2Eth	-2.89	0.22	C96H117N38O70P9	
1065.80526	3	18370374.16	y10+2DEPC+H2O-CO-2Eth	-0.82	0.15	C96H117N38O70P9	
1622.230375	2	33941722.194460645	y10+2DEPC+H2O-CO-Eth	-2.09	0.18	C98H123N38O71P9	
1081.153101	3	103417653.04	y10+2DEPC+H2O-CO-Eth	-0.29	0.04	C98H123N38O71P9	
1166.831846	3	97177101.94	y11	1.11	0.04	C105H131N43O75P10	
1211.516627	3	115834378.55	y11+2DEPC+H2O-CO	0.09	0.05	C110H141N43O79P10	
1180.821728	3	34590146.12	y11+2DEPC+H2O-CO-2Eth	-0.18	0.06	C106H129N43O77P10	
1794.760092	2	20925057.53	y11+2DEPC+H2O-CO-Eth	1.45	0.14	C108H135N43O78P10	
1196.170188	3	208529013.82	y11+2DEPC+H2O-CO-Eth	0.8	0.02	C108H135N43O78P10	
1145.818101	3	35001930.16	y11+2DEPC+H2O-CO-Eth-G	-1.16	0.11	C103H130N38O77P10	
1190.838497	3	18455916.2	y11+DEPC	0.76	0.18	C108H135N43O77P10	
